Solar_Power,rh,eto,etr,rso,ea_avg,precip,rh_max,rh_min,td_avg,td_max,td_min,co2_avg,ppf_avg,solarmj,wet_pct,airt_avg,airt_max,airt_min,lwdn_avg,lwup_avg,pressure,swdn_avg,swup_avg,windd_sd,windd_avg,winds_avg,winds_max,netrad_avg,visibilitymiles,surfacet1_avg,surfacet2_avg,visibilitymiles_avg,pressurekpasealevel
3561.0,77,0.0,0.0,0.027000000000000003,0.516,0.0,86,67,27.9,31.3,25.9,433.0,15.43,0.035,0,35.4,36.7,34.0,316.0,317.7,85.4,4.547,8.54,39.0,47.0,3.579,12.303,5.664,19.884,31.6,32.5,19.822,100.8
8479.0,79,0.001,0.001,0.479,0.564,0.0,90,68,30.0,31.3,26.2,447.9,132.6,0.23,0,33.4,36.7,32.0,318.3,318.3,85.4,15.18,63.77,72.0,163.0,1.79,8.277000000000001,48.61,18.641,32.7,33.4,19.635,100.9
9599.0,78,0.001,0.002,1.1740000000000002,0.5720000000000001,0.0,85,72,30.4,32.9,28.9,443.0,191.2,0.349,0,36.1,38.7,34.7,330.7,325.3,85.5,22.63,94.5,60.0,60.0,1.5659999999999998,7.158,66.48,19.884,38.1,39.0,19.449,101.0
23935.0,79,0.002,0.002,1.802,0.64,0.0,82,76,33.1,34.3,32.2,440.6,523.2,0.909,0,38.3,41.2,36.9,346.0,339.2,85.5,41.58,234.5,59.0,300.0,1.79,7.158,186.2,19.884,43.7,45.1,19.263,101.0
29811.0,75,0.005,0.005,2.277,0.665,0.0,80,70,34.2,35.8,33.1,435.2,825.0,1.4280000000000002,0,40.6,43.9,38.1,364.2,354.3,85.5,74.55,418.9,54.0,323.0,2.461,6.711,334.4,19.884,50.0,53.1,18.89,101.0
43005.0,68,0.006999999999999999,0.008,2.568,0.6920000000000001,0.0,73,64,35.1,36.7,33.3,428.0,1339.0,2.294,0,43.9,48.7,40.8,394.0,371.5,85.5,159.5,692.1,64.0,23.0,2.684,10.514,510.1,19.884,62.6,61.9,18.765,100.9
53221.0,56,0.011,0.013,2.645,0.653,0.0,64,49,33.6,36.5,30.7,426.1,1483.0,2.536,0,47.1,51.3,43.9,408.4,303.4,85.5,185.5,773.7,65.0,10.0,2.684,8.5,483.3,19.635,66.4,66.2,18.455,100.9
43298.0,47,0.013,0.015,2.167,0.624,0.0,51,43,32.5,34.5,31.1,422.5,1193.0,2.05,0,50.9,54.5,48.6,406.3,299.9,85.4,155.4,624.4,69.0,3.0,2.684,8.052999999999999,362.7,17.088,64.4,64.9,18.952,100.8
35052.0,43,0.011,0.013,1.639,0.622,0.0,46,40,32.4,34.9,30.6,423.6,895.0,1.569,0,52.5,54.7,50.2,395.0,299.6,85.4,118.7,475.2,62.0,49.0,2.461,11.632,261.1,19.884,62.6,58.3,19.076,100.8
23809.0,41,0.009000000000000001,0.01,0.983,0.595,0.0,43,38,31.3,33.8,28.9,422.9,513.4,0.952,0,52.5,54.5,51.1,381.1,303.1,85.4,69.46,279.9,74.0,9.0,2.237,7.606,132.4,19.884,57.6,52.2,19.076,100.8
8169.0,44,0.005,0.006,0.29600000000000004,0.581,0.0,48,41,30.7,31.6,29.1,425.4,120.7,0.252,0,51.1,52.9,49.6,358.3,300.2,85.4,15.59,60.76,68.0,8.0,2.013,7.158,-12.91,19.884,47.7,47.5,19.697,100.8
3423.0,48,0.0,0.001,0.003,0.564,0.0,52,44,30.0,30.9,28.9,430.8,0.114,0.008,0,48.6,50.5,47.5,340.6,276.4,85.4,1.564,0.863,55.0,53.0,2.013,5.369,-64.94,19.884,39.9,41.7,19.822,100.8
3503.0,65,0.0,0.0,0.025,0.466,0.0,66,64,25.3,25.9,25.2,437.5,15.16,0.026,0,36.0,37.2,35.1,315.9,251.2,85.5,2.717,5.2360000000000015,48.0,54.0,3.803,12.751,-62.25,19.884,31.5,32.0,19.76,100.9
10769.0,66,0.001,0.002,0.467,0.472,0.0,69,64,25.7,28.0,25.0,439.8,81.2,0.096,0,36.3,37.8,35.4,318.7,252.1,85.5,6.204,29.48,20.0,40.0,4.026,11.632,-43.36,19.014,32.7,33.1,19.511,100.9
25370.0,71,0.002,0.002,1.166,0.547,0.0,73,68,29.3,30.6,27.9,446.1,342.9,0.6,0,37.2,38.8,36.3,325.3,257.1,85.5,24.8,164.8,63.0,41.0,2.013,6.711,71.78,19.884,34.3,36.3,19.325,101.0
36523.0,68,0.003,0.004,1.789,0.583,0.0,72,64,30.7,31.8,29.7,446.7,391.5,0.645,0,40.1,43.3,37.6,337.8,263.1,85.5,39.65,196.0,58.0,5.0,2.013,5.816,81.7,19.822,39.2,40.3,18.579,100.9
44500.0,61,0.004,0.004,2.267,0.61,0.0,65,56,32.0,33.8,30.9,436.4,1242.0,2.154,0,43.0,45.3,40.8,365.0,282.7,85.5,100.3,665.2,60.0,358.0,2.461,6.935,482.6,19.884,47.5,52.9,18.828,100.9
42989.0,39,0.013,0.015,2.151,0.5539999999999999,0.0,44,33,29.5,33.4,26.6,423.0,1179.0,2.031,0,53.2,55.6,51.3,409.8,303.7,85.4,153.9,616.9,65.0,352.0,2.461,8.948,356.9,19.884,65.1,65.5,19.014,100.8
33913.0,34,0.012,0.013,1.624,0.535,0.0,37,30,28.8,30.9,25.7,423.5,867.0,1.525,0,54.5,56.1,52.7,397.9,301.6,85.4,113.8,460.1,61.0,15.0,2.237,8.724,249.9,19.884,63.5,59.2,19.263,100.8
21193.0,36,0.009000000000000001,0.01,0.9670001,0.557,0.0,39,33,29.7,32.2,28.0,423.0,447.7,0.82,0,54.1,55.9,52.5,379.7,295.2,85.4,59.7,240.9,66.0,359.0,1.5659999999999998,7.158,96.8,19.884,57.2,50.4,19.014,100.8
6584.0,39,0.004,0.005,0.278,0.545,0.0,43,35,29.1,30.0,27.5,424.6,99.2,0.191,0,52.9,54.5,50.7,353.2,285.9,85.4,8.56,46.16,60.0,344.0,1.5659999999999998,5.816,-29.68,19.884,45.9,44.1,19.76,100.8
3689.0,49,0.0,0.0,0.002,0.603,0.0,56,43,31.6,33.3,29.5,430.6,-0.7959999999999999,0.006,0,49.8,52.5,47.5,342.1,279.6,85.5,1.489,0.36,58.0,360.0,1.79,6.487,-63.57,19.884,40.6,41.4,19.263,100.9
3334.0,75,-0.001,-0.001,0.022,0.634,0.0,80,71,32.9,34.0,32.4,447.6,7.1960000000000015,0.02,0,40.5,41.7,39.4,332.6,300.8,85.9,2.294,4.314,34.0,22.0,2.013,4.698,-29.76,19.884,37.9,38.7,19.635,101.4
5726.0,75,0.0,0.001,0.448,0.644,0.0,80,71,33.3,34.2,32.7,448.2,83.6,0.158,0,40.8,41.9,39.4,338.9,307.2,86.0,11.38,42.74,36.0,41.0,1.5659999999999998,4.25,-0.265,16.342,40.8,41.4,19.076,101.5
9727.0,73,0.001,0.002,1.136,0.672,0.0,75,71,34.3,34.9,33.6,452.0,224.6,0.414,0,41.9,43.3,41.0,350.1,309.6,86.1,27.58,112.8,44.0,313.0,1.79,5.145,44.7,19.884,45.1,46.2,18.952,101.7
16866.0,64,0.003,0.003,1.758,0.588,0.0,71,58,30.9,34.7,29.5,433.6,330.9,0.57,0,43.0,44.6,41.9,352.9,298.3,86.2,37.08,161.3,60.0,357.0,2.684,8.5,69.6,19.884,46.2,46.9,18.89,101.8
44540.0,50,0.004,0.005,2.248,0.55,0.0,59,42,29.3,32.7,26.2,427.2,1174.0,2.027,0,45.5,48.7,43.0,367.9,284.7,86.2,100.7,603.3,64.0,357.0,2.461,8.277000000000001,419.4,16.777,48.9,53.8,19.138,101.8
56152.0,39,0.011,0.012,2.547,0.478,0.0,43,35,25.9,27.9,23.9,423.9,1399.0,2.421,0,47.8,51.4,45.3,400.0,294.5,86.2,177.8,737.7,58.0,332.0,3.132,10.29,454.3,19.884,63.1,63.0,19.449,101.8
47562.0,36,0.013,0.015,2.639,0.458,0.0,41,31,25.0,30.0,22.5,423.7,1529.0,2.6660000000000004,0,49.6,54.0,47.1,409.1,309.2,86.2,197.0,805.0,60.0,336.0,3.579,13.198,507.8,19.884,65.1,66.0,19.2,101.8
15975.0,36,0.015,0.017,2.499,0.463,0.0,39,32,25.2,28.2,23.4,424.2,1027.0,1.839,0,49.5,53.6,47.5,397.9,330.4,86.2,131.0,535.2,67.0,43.0,2.237,13.198,336.7,19.884,61.9,61.7,19.2,101.8
33978.0,34,0.01,0.012,2.144,0.453,0.0,36,32,24.6,27.0,23.4,425.1,1295.0,2.27,0,51.1,53.8,48.6,406.6,307.5,86.2,172.2,685.5,58.0,52.0,2.908,8.724,414.1,12.49,64.6,63.7,18.89,101.8
34914.0,32,0.013,0.015,1.6130000000000002,0.458,0.0,35,28,25.0,28.2,22.5,424.6,877.0,1.5519999999999998,0,51.6,55.9,49.8,392.7,291.6,86.2,115.5,468.0,63.0,258.0,1.79,7.158,251.3,19.884,62.1,57.6,18.268,101.7
21800.0,32,0.008,0.009000000000000001,0.95,0.442,0.0,37,28,24.1,25.9,22.5,423.6,448.9,0.826,0,51.3,53.2,50.0,372.1,284.3,86.2,61.1,244.4,55.0,300.0,2.013,6.487,95.5,19.2,53.8,48.4,19.635,101.7
6569.0,37,0.004,0.005,0.262,0.451,0.0,42,32,24.6,26.2,22.8,425.3,94.1,0.182,0,49.5,51.8,46.4,341.6,273.8,86.2,7.497999999999998,43.78,45.0,274.0,1.118,5.5920000000000005,-31.54,19.884,41.5,40.1,19.76,101.7
3749.0,42,0.0,0.0,0.001,0.462,0.0,44,39,25.2,26.4,23.9,429.9,-0.765,0.006,0,47.5,48.9,45.1,331.4,266.9,86.2,1.831,0.18600000000000005,33.0,34.0,1.79,5.369,-66.14,19.884,36.7,36.9,19.697,101.7
3475.0,58,0.0,0.0,0.02,0.431,0.0,64,52,23.5,25.5,22.5,438.9,12.07,0.02,0,37.9,39.2,35.2,319.0,255.6,86.0,2.153,3.625,62.0,75.0,4.026,14.316,-61.93,19.822,32.4,32.9,19.822,101.6
11994.0,60,0.001,0.002,0.442,0.455,0.0,64,55,24.8,25.9,23.4,445.2,68.62,0.075,0,37.9,40.3,35.4,319.6,256.0,86.0,5.216,23.67,67.0,58.0,2.908,10.737,-45.22,19.884,32.7,33.3,19.697,101.6
25543.0,61,0.001,0.002,1.136,0.515,0.0,66,56,27.9,29.3,24.8,466.6,276.0,0.471,0,39.0,41.4,37.6,327.2,261.0,86.0,22.07,108.0,63.0,309.0,1.79,5.369,19.73,19.635,34.5,37.0,19.014,101.6
37226.0,58,0.003,0.004,1.758,0.532,0.0,63,52,28.6,29.7,27.7,460.5,310.7,0.4970000000000001,0,42.1,45.3,39.6,338.7,266.8,86.0,37.77,116.9,54.0,32.0,2.461,6.04,7.131,16.777,39.2,40.3,18.455,101.5
44009.0,47,0.004,0.004,2.237,0.5329999999999999,0.0,53,41,28.6,30.4,27.1,440.1,1248.0,2.161,0,47.3,50.9,44.1,369.0,290.3,85.9,98.7,600.3,57.0,352.0,2.237,6.263,422.9,19.884,48.0,54.0,19.138,101.4
42310.0,34,0.015,0.017,2.1,0.638,0.0,38,30,33.1,36.0,31.1,427.1,1170.0,2.024,0,60.8,63.0,58.5,425.5,319.8,85.5,153.4,615.4,65.0,9.0,2.461,6.935,356.3,19.884,70.2,69.8,18.641,100.9
33179.0,30,0.013,0.015,1.569,0.6559999999999999,0.0,33,27,33.8,36.3,32.0,427.0,859.0,1.514,0,63.0,64.6,61.3,414.6,319.8,85.4,109.6,457.1,65.0,13.0,2.013,6.711,252.6,19.884,69.4,63.9,18.517,100.9
20602.0,29,0.009000000000000001,0.011,0.914,0.629,0.0,31,27,32.7,35.4,30.6,428.7,434.1,0.7979999999999999,0,63.3,64.8,62.1,396.0,314.9,85.4,56.12,240.2,65.0,32.0,2.013,6.487,102.9,19.884,62.4,54.9,18.703,100.9
6066.0,33,0.004,0.006,0.241,0.63,0.0,34,31,32.7,34.9,31.1,428.6,82.9,0.157,0,61.5,63.1,59.9,370.5,305.7,85.5,6.384,36.84,52.0,49.0,2.908,7.606,-34.41,5.22,51.1,48.9,17.461,100.9
3663.0,34,0.001,0.001,0.0,0.557,0.0,39,28,29.7,32.7,26.8,432.1,-1.694,0.004,0,58.8,60.4,56.1,358.1,299.1,85.4,0.812,0.098,40.0,69.0,2.237,6.935,-59.71,19.884,45.5,46.0,17.709,100.9
3872.0,47,0.0,0.001,0.018000000000000002,0.444,0.0,49,46,24.3,25.0,23.7,442.3,15.53,0.037000000000000005,0,43.2,44.2,41.9,331.0,277.2,85.4,3.63,8.34,54.0,66.0,3.355,13.645,-49.0,19.884,36.9,37.6,19.76,100.8
11010.0,50,0.002,0.003,0.428,0.471,0.0,54,46,25.5,27.0,24.3,444.4,158.2,0.297,0,43.2,45.7,41.9,339.8,294.7,85.4,20.89,81.3,45.0,171.0,1.79,8.724,15.21,19.635,40.6,41.4,19.511,100.8
22343.0,54,0.002,0.003,1.119,0.579,0.0,63,46,30.7,32.0,25.3,457.6,359.3,0.6559999999999999,0,44.4,46.8,42.3,355.7,303.1,85.4,42.42,174.5,76.0,188.0,1.5659999999999998,5.5920000000000005,79.44,19.014,46.6,48.2,18.641,100.8
19563.0,54,0.004,0.005,1.734,0.634,0.0,60,47,32.9,34.2,30.7,471.2,449.2,0.8029999999999999,0,47.8,50.2,45.7,369.3,316.7,85.5,52.57,225.0,53.0,39.0,1.79,5.5920000000000005,119.9,19.2,52.0,53.1,17.709,100.9
14043.0,52,0.005,0.006,2.206,0.655,0.0,57,47,33.6,36.0,31.5,463.7,385.6,0.698,0,49.5,51.1,47.8,374.2,331.6,85.5,41.97,184.1,65.0,10.0,1.79,6.04,99.5,18.268,53.8,54.1,18.02,101.0
9989.0,54,0.005,0.006,2.492,0.6679999999999999,0.0,59,50,34.2,35.4,32.7,452.7,241.4,0.43,0,49.1,50.9,48.0,366.8,336.8,85.7,25.09,108.5,62.0,172.0,1.5659999999999998,6.263,53.46,19.884,51.1,51.8,18.641,101.2
12402.0,49,0.003,0.004,2.563,0.633,0.0,52,46,32.9,34.9,31.5,433.6,314.6,0.578,0,51.3,52.9,50.4,372.3,335.6,85.7,34.89,146.5,52.0,58.0,1.79,6.935,74.87,19.884,52.9,53.1,18.828,101.2
18425.0,41,0.005,0.006,2.425,0.6,0.0,50,32,31.5,35.1,26.4,425.5,656.5,1.178,0,53.2,56.3,50.9,387.2,335.9,85.7,80.0,330.7,62.0,310.0,2.237,15.882,199.3,16.963,57.7,58.6,18.952,101.2
11833.0,53,0.008,0.009000000000000001,2.0780000000000003,0.6459999999999999,0.0,70,36,33.3,38.8,27.7,426.5,284.7,0.53,0,50.5,54.0,45.9,366.7,339.0,85.9,33.14,140.5,48.0,326.0,4.25,26.396,79.69,19.884,49.8,51.3,17.895,101.4
30457.0,58,0.005,0.006,1.543,0.695,0.0,67,49,35.2,39.0,32.4,423.5,873.0,1.608,0,49.3,51.8,47.1,383.2,324.9,86.0,112.5,470.5,58.0,23.0,3.579,19.014,299.8,19.884,58.3,56.8,18.89,101.5
9536.0,66,0.008,0.01,0.8890001000000001,0.65,0.028,83,49,33.4,36.1,30.9,424.9,164.0,0.326,0,44.6,50.0,39.2,352.1,332.4,86.1,19.51,80.4,46.0,1.0,4.698,25.949,41.22,19.884,45.0,45.5,14.043,101.7
6370.0,73,0.001,0.002,0.223,0.6759999999999999,0.0,81,64,34.5,36.7,32.2,424.1,92.8,0.209,0,41.7,44.2,39.9,333.4,336.2,86.2,10.42,35.75,48.0,25.0,1.79,6.711,28.19,19.884,38.1,38.3,19.822,101.7
3601.0,68,0.0,0.0,0.016,0.481,0.0,70,67,26.2,26.6,25.9,435.0,11.27,0.025,0,35.4,36.9,34.0,313.8,253.1,86.6,2.949,4.992,53.0,153.0,2.461,8.277000000000001,-58.68,19.884,30.2,31.3,19.822,102.2
9789.0,66,0.001,0.001,0.413,0.473,0.0,70,63,25.7,26.2,25.3,434.5,94.9,0.139,0,36.1,37.4,34.7,316.1,252.7,86.6,9.44,40.47,59.0,105.0,2.684,8.948,-32.36,19.884,31.3,32.2,19.822,102.2
23605.0,62,0.001,0.002,1.103,0.482,0.0,65,59,26.2,27.0,25.7,433.8,217.7,0.35600000000000004,0,38.1,41.2,36.3,322.3,256.4,86.6,23.28,100.8,43.0,80.0,3.132,9.619,11.62,19.884,33.4,34.5,19.884,102.2
37484.0,63,0.003,0.003,1.7280000000000002,0.5579999999999999,0.0,67,59,29.7,31.6,27.0,441.0,280.6,0.448,0,40.5,43.2,38.7,333.5,260.4,86.6,34.2,125.5,64.0,46.0,2.461,10.29,18.23,19.884,37.8,38.5,19.573,102.3
44351.0,55,0.003,0.004,2.197,0.5770000000000001,0.0,65,44,30.6,32.4,27.3,435.3,1100.0,1.89,0,44.6,48.9,41.2,360.6,280.4,86.5,90.2,555.2,58.0,43.0,2.461,8.5,384.8,16.963,45.9,50.9,19.511,102.2
41171.0,37,0.014,0.016,2.427,0.488,0.0,41,33,26.4,30.7,25.0,424.1,1295.0,2.202,0,51.6,54.1,49.6,410.0,303.9,86.3,160.8,669.0,66.0,343.0,2.684,12.303,402.0,19.884,65.1,65.8,19.076,101.9
21951.0,36,0.013,0.015,2.074,0.475,0.0,39,34,25.9,27.9,24.8,425.4,493.0,0.843,0,51.1,52.9,50.0,379.5,319.0,86.3,55.23,244.6,58.0,37.0,2.237,6.935,128.8,19.884,54.7,55.4,19.635,101.9
19883.0,34,0.006,0.006999999999999999,1.539,0.473,0.0,36,32,25.7,27.3,24.4,424.3,522.1,0.929,0,52.0,53.8,50.9,383.0,333.1,86.3,63.1,265.6,54.0,45.0,2.013,6.935,152.6,19.884,56.8,56.1,19.325,101.9
18800.0,33,0.004,0.006,0.8800001000000001,0.471,0.0,36,30,25.7,28.4,23.7,424.4,408.2,0.747,0,52.5,55.4,51.4,374.8,316.3,86.3,54.05,215.8,62.0,17.0,2.237,7.829,103.2,19.884,53.8,51.6,19.014,101.9
5709.0,36,0.004,0.005,0.209,0.46,0.0,39,33,25.0,25.9,24.1,427.1,88.3,0.172,0,51.3,52.7,49.1,354.0,300.9,86.3,10.88,43.56,64.0,39.0,1.5659999999999998,7.3820000000000014,-20.44,19.884,45.3,45.3,19.76,101.8
3399.0,67,0.0,0.0,0.014,0.46,0.0,72,61,25.0,26.2,24.1,441.6,9.64,0.019,0,35.4,37.0,33.6,311.5,248.9,86.9,2.809,3.72,50.0,134.0,2.684,12.751,-61.64,19.884,29.1,30.2,19.884,102.7
9664.0,60,0.001,0.001,0.4,0.447,0.0,62,58,24.4,24.8,23.9,435.7,76.38,0.09,0,37.0,38.3,35.8,318.4,251.0,87.0,5.783,27.13,30.0,39.0,4.698,14.316,-46.09,19.884,32.5,32.9,19.822,102.7
24640.0,62,0.002,0.002,1.089,0.482,0.0,66,57,26.2,27.1,24.4,444.0,178.4,0.27,0,37.8,40.5,36.0,321.5,252.7,87.0,19.99,74.95,69.0,216.0,1.5659999999999998,6.487,-13.81,18.082,32.7,34.3,19.76,102.7
36912.0,56,0.002,0.002,1.711,0.508,0.0,59,52,27.5,29.7,26.1,439.3,270.8,0.4270000000000001,0,42.1,45.1,39.9,335.6,260.7,87.0,35.47,130.0,63.0,13.0,2.013,7.3820000000000014,19.71,19.884,38.5,39.4,19.511,102.7
44080.0,51,0.003,0.004,2.185,0.55,0.0,56,46,29.5,31.1,27.9,433.1,1054.0,1.832,0,45.7,49.3,43.2,361.0,279.0,87.0,93.3,528.1,55.0,41.0,2.908,7.606,352.8,19.884,46.0,50.7,19.449,102.7
42176.0,29,0.014,0.016,2.051,0.459,0.0,34,23,25.0,28.9,20.1,424.8,1134.0,1.986,0,54.9,57.7,53.1,408.8,299.6,86.8,148.6,605.6,66.0,20.0,2.461,9.843,347.7,19.884,65.5,64.0,19.2,102.5
33427.0,24,0.012,0.014,1.52,0.39,0.0,28,21,21.0,24.8,18.5,424.1,829.0,1.489,0,55.6,57.4,54.3,391.4,294.2,86.7,101.9,451.1,63.0,21.0,2.237,7.829,252.0,19.884,61.7,57.0,19.387,102.4
20664.0,24,0.009000000000000001,0.01,0.8660001,0.388,0.0,26,21,21.0,24.4,19.4,424.4,418.3,0.8079999999999999,0,55.8,57.0,54.3,373.4,287.7,86.7,52.36,231.4,60.0,32.0,2.237,6.487,93.4,19.884,54.1,48.0,19.387,102.4
5699.0,29,0.004,0.006,0.194,0.396,0.0,34,23,21.4,23.7,18.3,425.5,59.47,0.1,0,53.4,55.9,50.0,343.4,277.8,86.7,5.48,20.48,69.0,161.0,1.118,6.711,-50.6,19.884,41.0,40.1,19.884,102.4
3410.0,48,0.0,0.0,0.012,0.345,0.0,50,45,18.3,19.8,18.0,438.2,8.5,0.017,0,37.0,38.3,36.0,315.2,247.5,86.5,2.075,2.678,57.0,63.0,4.026,15.435,-67.12,19.884,30.9,31.5,19.884,102.1
9985.0,46,0.002,0.003,0.391,0.338,0.0,48,43,17.8,19.6,17.4,438.0,67.92,0.077,0,37.4,38.8,36.7,317.7,247.4,86.5,5.061,23.32,42.0,38.0,4.921,15.659,-51.99,19.884,32.2,32.5,19.822,102.1
25197.0,54,0.002,0.004,1.083,0.425,0.0,65,43,23.0,26.6,17.6,455.4,155.4,0.233,0,38.5,41.7,36.1,321.5,249.5,86.5,18.91,63.11,63.0,78.0,2.461,12.303,-27.81,19.449,32.7,34.2,19.697,102.1
37137.0,53,0.002,0.003,1.7,0.494,0.0,56,49,26.8,28.4,23.9,452.2,244.8,0.384,0,42.3,44.8,40.3,334.6,257.0,86.4,35.31,120.0,53.0,281.0,2.013,5.5920000000000005,7.093,19.635,38.5,39.0,19.076,102.0
44341.0,50,0.003,0.004,2.169,0.5379999999999999,0.0,54,46,28.8,31.1,27.5,447.8,1017.0,1.778,0,45.5,49.6,42.8,360.8,274.5,86.4,93.7,479.6,58.0,3.0,2.237,8.052999999999999,299.6,19.014,45.1,51.6,19.2,102.0
45152.0,30,0.015,0.017,2.38,0.507,0.0,34,26,27.3,30.7,25.2,431.6,1334.0,2.323,0,57.6,60.1,55.2,423.8,307.8,86.1,174.1,709.6,58.0,338.0,2.461,6.04,419.4,16.963,70.0,70.3,19.014,101.7
41945.0,25,0.015,0.017,2.026,0.484,0.0,29,22,26.2,29.5,23.7,430.0,1126.0,1.971,0,60.3,62.8,58.1,422.0,311.6,86.1,144.5,598.2,61.0,308.0,2.013,6.04,343.4,16.528,69.4,68.0,18.89,101.6
32462.0,25,0.012,0.014,1.495,0.491,0.0,28,22,26.6,31.1,24.4,427.4,818.0,1.467,0,61.7,63.9,60.1,405.1,309.8,86.0,94.5,440.5,56.0,280.0,1.5659999999999998,6.04,250.6,19.884,66.0,61.5,18.455,101.5
19866.0,25,0.009000000000000001,0.01,0.8370000000000001,0.506,0.0,27,22,27.3,29.7,25.3,428.6,400.7,0.76,0,61.3,62.8,59.5,386.1,303.4,85.9,48.76,219.3,53.0,313.0,2.013,8.277000000000001,87.8,18.268,57.9,52.5,18.828,101.4
5448.0,32,0.004,0.005,0.177,0.527,0.0,38,26,28.4,31.1,25.3,433.2,51.43,0.08199999999999999,0,58.5,61.2,54.7,355.1,292.2,85.9,4.83,17.43,75.0,344.0,1.342,4.698,-50.29,18.082,44.8,43.7,19.138,101.4
3310.0,51,0.0,0.0,0.011,0.413,0.0,59,43,22.5,26.2,21.2,443.4,7.627999999999999,0.016,0,41.4,43.2,38.7,322.6,266.0,85.6,1.819,2.883,65.0,139.0,2.461,8.948,-55.58,19.884,33.3,34.0,19.822,101.1
9254.0,46,0.001,0.002,0.375,0.41,0.0,49,42,22.3,24.4,21.6,441.2,66.72,0.075,0,42.3,44.1,40.5,325.7,266.7,85.6,5.232,23.2,51.0,137.0,2.461,8.277000000000001,-41.03,18.828,34.3,35.6,19.697,101.1
23958.0,43,0.002,0.002,1.06,0.4270000000000001,0.0,48,38,23.4,24.6,22.5,440.6,145.1,0.209,0,45.5,49.8,42.6,336.3,271.6,85.6,18.22,50.31,38.0,43.0,3.803,12.974,-32.52,19.884,38.7,39.7,19.697,101.0
35798.0,41,0.003,0.004,1.681,0.505,0.0,46,36,27.1,30.9,24.1,447.7,266.1,0.423,0,50.5,53.2,47.7,352.1,283.2,85.5,34.87,123.6,54.0,48.0,2.237,7.606,19.86,18.455,44.6,45.5,18.952,101.0
40298.0,44,0.004,0.005,2.148,0.657,0.0,48,41,33.8,38.8,29.7,460.0,1000.0,1.719,0,54.1,58.3,51.1,383.4,304.5,85.5,99.5,466.7,55.0,19.0,2.013,6.04,288.3,18.082,54.0,58.3,17.647000000000006,100.9
39716.0,38,0.011,0.012,2.414,0.6709999999999999,0.0,42,33,34.3,36.7,32.5,451.3,1326.0,2.268,0,59.4,63.9,56.5,426.9,322.3,85.4,165.4,687.9,58.0,333.0,2.013,5.145,417.9,19.884,72.1,71.1,18.082,100.9
41518.0,29,0.015,0.017,2.485,0.5720000000000001,0.0,37,21,30.2,37.2,26.2,432.4,1359.0,2.324,0,65.5,68.0,62.1,439.2,334.3,85.3,169.5,701.6,66.0,292.0,2.237,8.277000000000001,427.2,16.218,73.9,75.4,18.33,100.8
43119.0,22,0.016,0.018000000000000002,2.35,0.52,0.0,25,18,28.0,32.2,24.4,427.1,1295.0,2.211,0,67.1,68.7,65.5,442.0,338.1,85.3,158.0,667.0,64.0,273.0,2.013,7.829,405.0,17.398,74.8,75.9,18.828,100.7
40793.0,20,0.015,0.017,2.002,0.488,0.0,22,18,26.4,28.9,24.3,424.3,1076.0,1.852,0,68.2,69.6,66.9,427.7,333.0,85.2,130.8,561.4,72.0,300.0,2.684,10.514,335.9,19.884,70.7,68.7,18.89,100.6
28566.0,20,0.013,0.015,1.471,0.5,0.0,22,19,27.1,28.9,25.2,425.4,739.3,1.3119999999999998,0,67.6,69.3,65.1,407.1,329.4,85.1,81.0,391.2,62.0,308.0,2.908,9.619,232.5,19.884,63.9,62.2,18.89,100.5
11412.0,23,0.009000000000000001,0.011,0.8140000000000001,0.516,0.0,25,20,27.9,29.8,26.8,426.5,246.1,0.443,0,65.5,67.8,63.3,388.9,324.0,85.1,29.4,123.2,55.0,301.0,2.461,7.606,28.95,18.828,57.2,55.6,19.511,100.5
3967.0,26,0.002,0.004,0.162,0.507,0.0,29,23,27.5,29.8,25.2,430.1,40.33,0.085,0,63.3,65.1,60.4,373.7,329.4,85.0,5.662000000000001,19.92,67.0,230.0,2.013,8.724,-30.07,19.884,51.4,50.9,19.573,100.4
3491.0,54,0.0,0.0,0.009000001,0.5379999999999999,0.0,55,53,28.9,29.3,28.0,431.7,7.102,0.027000000000000003,0,44.2,45.3,43.5,337.8,293.8,85.0,2.613,6.0139999999999985,88.0,67.0,3.803,18.567,-40.53,19.884,39.6,39.9,18.144,100.4
5107.0,53,0.002,0.002,0.358,0.521,0.0,55,52,28.0,28.8,27.3,430.5,63.82,0.131,0,43.9,44.8,43.3,342.4,322.0,85.1,8.84,33.91,83.0,13.0,2.684,11.632,4.652,19.884,41.7,42.1,19.076,100.5
3847.0,55,0.002,0.003,1.035,0.51,0.0,59,52,27.5,28.9,26.8,430.9,55.49,0.104,0,42.3,44.4,40.6,339.7,323.2,85.3,5.997000000000001,23.1,75.0,39.0,3.132,12.751,0.6779999999999999,17.771,40.6,41.0,18.89,100.7
6769.0,60,0.002,0.002,1.655,0.518,0.004,67,54,27.9,29.5,23.2,428.1,96.5,0.17800000000000002,0,39.2,41.5,37.8,329.3,321.4,85.3,11.51,40.1,61.0,46.0,2.461,11.856,20.72,19.884,36.1,37.2,13.857,100.8
11739.0,56,0.002,0.002,2.128,0.455,0.0,64,49,24.8,27.9,21.4,426.5,254.5,0.468,0,39.0,40.1,38.1,339.9,319.1,85.4,30.16,125.7,50.0,325.0,2.684,9.395,74.77,19.884,40.6,42.4,19.511,100.8
